   13.8339996       40.6609993    
   13.8339996       40.6772537    
   13.8339996       40.6935120    
   13.8339996       40.7097664    
   13.8339996       40.7260246    
   13.8339996       40.7422791    
   13.8339996       40.7585373    
   13.8339996       40.7747917    
   13.8339996       40.7910461    
   13.8339996       40.8073044    
   13.8339996       40.8235588    
   13.8339996       40.8398170    
   13.8339996       40.8560715    
   13.8339996       40.8723297    
   13.8339996       40.8885841    
   13.8339996       40.9048386    
   13.8339996       40.9210968    
   13.8339996       40.9373512    
   13.8339996       40.9536095    
   13.8502560       40.6609993    
   13.8502560       40.6772537    
   13.8502560       40.6935120    
   13.8502560       40.7097664    
   13.8502560       40.7260246    
   13.8502560       40.7422791    
   13.8502560       40.7585373    
   13.8502560       40.7747917    
   13.8502560       40.7910461    
   13.8502560       40.8073044    
   13.8502560       40.8235588    
   13.8502560       40.8398170    
   13.8502560       40.8560715    
   13.8502560       40.8723297    
   13.8502560       40.8885841    
   13.8502560       40.9048386    
   13.8502560       40.9210968    
   13.8502560       40.9373512    
   13.8502560       40.9536095    
   13.8665113       40.6609993    
   13.8665113       40.6772537    
   13.8665113       40.6935120    
   13.8665113       40.7097664    
   13.8665113       40.7260246    
   13.8665113       40.7422791    
   13.8665113       40.7585373    
   13.8665113       40.7747917    
   13.8665113       40.7910461    
   13.8665113       40.8073044    
   13.8665113       40.8235588    
   13.8665113       40.8398170    
   13.8665113       40.8560715    
   13.8665113       40.8723297    
   13.8665113       40.8885841    
   13.8665113       40.9048386    
   13.8665113       40.9210968    
   13.8665113       40.9373512    
   13.8665113       40.9536095    
   13.8827677       40.6609993    
   13.8827677       40.6772537    
   13.8827677       40.6935120    
   13.8827677       40.7097664    
   13.8827677       40.7260246    
   13.8827677       40.7422791    
   13.8827677       40.7585373    
   13.8827677       40.7747917    
   13.8827677       40.7910461    
   13.8827677       40.8073044    
   13.8827677       40.8235588    
   13.8827677       40.8398170    
   13.8827677       40.8560715    
   13.8827677       40.8723297    
   13.8827677       40.8885841    
   13.8827677       40.9048386    
   13.8827677       40.9210968    
   13.8827677       40.9373512    
   13.8827677       40.9536095    
   13.8990240       40.6609993    
   13.8990240       40.6772537    
   13.8990240       40.6935120    
   13.8990240       40.7097664    
   13.8990240       40.7260246    
   13.8990240       40.7422791    
   13.8990240       40.7585373    
   13.8990240       40.7747917    
   13.8990240       40.7910461    
   13.8990240       40.8073044    
   13.8990240       40.8235588    
   13.8990240       40.8398170    
   13.8990240       40.8560715    
   13.8990240       40.8723297    
   13.8990240       40.8885841    
   13.8990240       40.9048386    
   13.8990240       40.9210968    
   13.8990240       40.9373512    
   13.8990240       40.9536095    
   13.9152803       40.6609993    
   13.9152803       40.6772537    
   13.9152803       40.6935120    
   13.9152803       40.7097664    
   13.9152803       40.7260246    
   13.9152803       40.7422791    
   13.9152803       40.7585373    
   13.9152803       40.7747917    
   13.9152803       40.7910461    
   13.9152803       40.8073044    
   13.9152803       40.8235588    
   13.9152803       40.8398170    
   13.9152803       40.8560715    
   13.9152803       40.8723297    
   13.9152803       40.8885841    
   13.9152803       40.9048386    
   13.9152803       40.9210968    
   13.9152803       40.9373512    
   13.9152803       40.9536095    
   13.9315357       40.6609993    
   13.9315357       40.6772537    
   13.9315357       40.6935120    
   13.9315357       40.7097664    
   13.9315357       40.7260246    
   13.9315357       40.7422791    
   13.9315357       40.7585373    
   13.9315357       40.7747917    
   13.9315357       40.7910461    
   13.9315357       40.8073044    
   13.9315357       40.8235588    
   13.9315357       40.8398170    
   13.9315357       40.8560715    
   13.9315357       40.8723297    
   13.9315357       40.8885841    
   13.9315357       40.9048386    
   13.9315357       40.9210968    
   13.9315357       40.9373512    
   13.9315357       40.9536095    
   13.9477921       40.6609993    
   13.9477921       40.6772537    
   13.9477921       40.6935120    
   13.9477921       40.7097664    
   13.9477921       40.7260246    
   13.9477921       40.7422791    
   13.9477921       40.7585373    
   13.9477921       40.7747917    
   13.9477921       40.7910461    
   13.9477921       40.8073044    
   13.9477921       40.8235588    
   13.9477921       40.8398170    
   13.9477921       40.8560715    
   13.9477921       40.8723297    
   13.9477921       40.8885841    
   13.9477921       40.9048386    
   13.9477921       40.9210968    
   13.9477921       40.9373512    
   13.9477921       40.9536095    
   13.9640484       40.6609993    
   13.9640484       40.6772537    
