16.64003949,40.75241458
16.64142917,40.75184533
16.64232453,40.75152631
16.64550946,40.75254839
16.64621030,40.75358784
16.64602951,40.75538302
16.64350254,40.75559020
16.64256047,40.75605852
16.63832312,40.75608273
16.63663296,40.75768763
16.63513477,40.75891145
16.63348145,40.75489025
16.63453953,40.75407805
16.63695456,40.75341325
16.63805314,40.75316795
16.64003949,40.75241458

16.64003949,40.75241458
16.63805314,40.75316795
16.63695456,40.75341325
16.63453953,40.75407805
16.63348145,40.75489025
16.63513477,40.75891145
16.63663296,40.75768763
16.63832312,40.75608273
16.64256047,40.75605852
16.64350254,40.75559020
16.64602951,40.75538302
16.64621030,40.75358784
16.64550946,40.75254839
16.64232453,40.75152631
16.64142917,40.75184533
16.64003949,40.75241458

18.39420395,39.86786073
18.39452395,39.86759466
18.39484687,39.86732849
18.39515844,39.86689152
18.39485237,39.86672935
18.39469227,39.86644581
18.39504177,39.86600773
18.39498830,39.86569405
18.39471729,39.86547231
18.39460640,39.86470544
18.39484764,39.86438312
18.39497959,39.86403698
18.39499777,39.86363563
18.39493432,39.86311958
18.39468728,39.86261341
18.39417767,39.86205638
18.39391089,39.86114997
18.39374789,39.86086652
18.39376054,39.86035274
18.39333232,39.85996446
18.39293227,39.86014731
18.39290568,39.86031923
18.39227701,39.86036916
18.39182639,39.86029678

18.09332181,39.91084237
18.09332181,39.91084237

17.22670196,40.47942085
17.22868886,40.48064365

17.22868886,40.48064365
17.22868886,40.48064365

15.02539123,41.62170262
15.02619253,41.62181503

18.37549325,40.32693391
18.37555723,40.32744992

17.42823049,40.33934285
17.42823049,40.33934285

16.03723845,41.02875080
16.03723845,41.02875080

18.39150621,39.85978824
18.39204949,39.85954716
18.39211116,39.85925712
18.39222756,39.85865474
18.39177566,39.85849683
18.39103724,39.85857249
18.39079733,39.85821022
18.39085476,39.85789328
18.39104415,39.85723022
18.39106789,39.85694129
18.39138520,39.85662126
18.39134864,39.85587923
18.39156465,39.85569727
18.39139901,39.85535985
18.39096818,39.85491759
18.39105357,39.85439718
18.39119663,39.85350579
18.39127382,39.85281898
18.39117115,39.85227705
18.39106743,39.85165409
18.39089892,39.85125820
18.39062799,39.85103644
18.39045949,39.85064055
18.39050588,39.85004022
18.39044824,39.84964108
18.39063606,39.84894654
18.39022636,39.84887296
18.39021929,39.84801748
18.38997234,39.84751130
18.38973093,39.84711754
18.38970834,39.84665883
18.38957225,39.84614940
18.38937138,39.84586705
18.38927610,39.84541497
18.38882562,39.84528403
18.38850838,39.84489249
18.38849156,39.84455071
18.38803976,39.84439278
18.38704187,39.84447600
18.38669955,39.84434639
18.38628567,39.84418735
18.38627439,39.84395800
18.38686500,39.84390921
18.38654513,39.84346370
18.38649447,39.84243385
18.38593892,39.84242306
18.38592057,39.84204980
18.38554746,39.84200666
18.38544487,39.84146472
18.38469557,39.84131547
18.38464089,39.84091625
18.38530042,39.84078439
18.38514735,39.83992868
18.38542254,39.83946577
18.38608471,39.83938788
18.38604668,39.83861437
18.38558807,39.83831702
18.38578299,39.83776639
18.38522040,39.83761169
18.38544772,39.83694752
18.38552053,39.83617077
18.38539562,39.83517462
18.38547286,39.83448782
18.38567894,39.83339192
18.38584173,39.83290078
18.38582898,39.83192837
18.38591332,39.83132693
18.38655441,39.83082180
18.38651660,39.83005279
18.38682940,39.82964283
18.38703008,39.82915057
18.38766826,39.82858698
18.38801896,39.82817591
18.38842866,39.82742084
18.38862376,39.82687470
18.38883412,39.82663886
18.38925770,39.82622565
18.38959864,39.82561670
18.39025923,39.82467864
18.39071230,39.82409343
18.39067445,39.82332442
18.39102223,39.82285488
18.39062953,39.82241150
18.39055511,39.82167058
18.39123818,39.82124978
18.39136300,39.82075973
18.39134042,39.82030103
18.39141472,39.81955576
18.39116079,39.81890566
18.39092369,39.81859734
18.39097977,39.81825343
18.39107376,39.81790840
18.39101620,39.81745072
18.39063459,39.81723220
18.39054772,39.81700956
18.38986874,39.81674119
18.38954324,39.81617875
18.38959383,39.81566386
18.38855722,39.81495108
18.38776876,39.81477147
18.38756248,39.81437667
18.38730744,39.81441565
18.38687669,39.81396887
18.38665914,39.81334472
18.38610250,39.81330694
18.38542641,39.81315556
18.38489327,39.81288290
18.38480205,39.81251176
18.38444736,39.81206725
18.38443610,39.81183790
18.38464797,39.81163355
18.38421020,39.81104285
18.38382600,39.81077034
18.38374185,39.81054311
18.38343475,39.81035392
18.38319352,39.80996014
18.38310099,39.80956202
18.38294655,39.80944943
18.38281060,39.80893999
18.38192992,39.80836670
18.38188363,39.80819692
18.38161003,39.80791667
18.38145583,39.80780858
18.38143620,39.80740833
18.38130578,39.80701131
18.38060601,39.80709027
18.38049802,39.80643589
18.37988788,39.80607988
18.37945730,39.80634914
18.37875753,39.80642809
18.37863546,39.80626051
18.37909694,39.80578769
18.37915859,39.80555621
18.37917687,39.80515485
18.37876034,39.80499586
18.37831874,39.80504025
18.37821077,39.80438587
18.37783633,39.80431122
18.37774230,39.80388161
18.37791208,39.80359293
18.37745639,39.80334950
18.37725441,39.80226551
18.37691105,39.80205033
18.37699518,39.80150294
18.37707799,39.80092857
18.37725328,39.80075232
18.37686059,39.80030439
18.37641329,39.80023186
18.37640206,39.80000250
18.37597170,39.79956017
